,Year,Month,Day,Time,Hour,Minute,Second,Declination,Right Ascension,Velocity,R,Distance,X,Y,Z,Vx,Vy,Vz,True Anomaly,Eccentric Anomaly,Mean Anomaly,Hours Past Perigee
39,2023,10,5,7:54:10 PM,19,54,10,40.41898744034738,246.82642821244417,7851.049990557478,6750724.0,841507.0,-2022479.2706953925,-4724815.411721935,4376982.002354856,6763.254319044342,-3836.276116640028,-1086.444902909454,345.6585598318087,-15.45885738783123,-0.2651142518426127,-0.017475467033041377
40,2023,10,5,7:54:20 PM,19,54,20,40.29797760184749,247.686358053202,7736.592073907973,6750724.0,907476.0,-1954846.727504949,-4763178.172888335,4366117.553325761,6670.583909715456,-3742.019640202541,-1164.2406254032626,346.32489122247665,-14.856403725594792,-0.2547781681712032,-0.016794146099915135
41,2023,10,5,7:54:30 PM,19,54,30,40.16854284881443,248.52960812958707,7666.83643602336,6750724.0,973444.9999999999,-1888140.8884077945,-4800598.36929036,4354475.1470717285,6634.525799229462,-3646.5470171929337,-1210.8440062598324,346.98152596161356,-14.267603378471305,-0.24467681206265313,-0.01612829764236494
42,2023,10,5,7:54:40 PM,19,54,40,40.03418826734037,249.3619933140154,7801.106530794317,6750724.0,1039414.0,-1821795.6304155,-4837063.83946229,4342366.70700913,6800.91348087145,-3613.993940698262,-1242.532384728454,347.63224024724474,-13.689517265307874,-0.23475971347150917,-0.015474594839560351
43,2023,10,5,7:54:50 PM,19,54,50,39.89659216175668,250.20702401151192,7726.036543772482,6750724.0,1106992.0,-1753786.4956067854,-4873203.778869272,4329941.383161846,6744.263409375702,-3463.707527187094,-1486.3653342201374,348.29431949869854,-13.107596306310825,-0.2247772563173249,-0.014816583813392441
44,2023,10,5,7:55:00 PM,19,55,0,39.74371056179586,251.03717694405535,7762.07345305477,6749115.0,1174570.0,-1686343.8615130284,-4907840.854141143,4315077.729819644,6800.54434882889,-3481.4442866802215,-1371.8332730221562,348.949980224676,-12.59855612619049,-0.21604535760999283,-0.014241005522390465
45,2023,10,5,7:55:10 PM,19,55,10,39.59241559899363,251.87036943900412,7663.995130841097,6749115.0,1242148.0,-1618338.4180247395,-4942655.297007945,4301359.397089423,6692.236510418705,-3426.155426815711,-1487.3637233293616,349.60892275234505,-12.037546639184992,-0.20642234614266108,-0.013606687983868363
46,2023,10,5,7:55:20 PM,19,55,20,39.428751575464176,252.68657806400202,7761.645907306531,6749115.0,1309726.0,-1551416.0529205524,-4976916.8512761025,4286485.759856129,6864.004697156092,-3323.051670503989,-1444.269470351003,350.2595345448519,-11.493018120809117,-0.19708237006843626,-0.01299102721557663
47,2023,10,5,7:55:30 PM,19,55,30,39.27019652095544,253.51363962497555,7652.496660492571,6749115.0,1378913.0,-1482776.0059489915,-5010147.367981142,4272043.065152619,6754.4430299142605,-3251.7233534577304,-1537.692988561187,350.9183949282109,-10.952524480557834,-0.18781191530473756,-0.012379949065389162
48,2023,10,5,7:55:40 PM,19,55,40,39.10177856296415,254.3231429579788,7761.557743950812,6749115.0,1446491.0,-1415231.575649849,-5042664.60151572,4256666.135267007,6844.649457673472,-3261.829577504378,-1659.2227763536387,351.56804308320136,-10.432027824308987,-0.17888472697920363,-0.011791497919529095
49,2023,10,5,7:55:50 PM,19,55,50,38.920499987971326,255.13841713572043,7800.046276836462,6749115.0,1515678.0,-1346785.0810731142,-5075282.897290763,4240073.907503471,6868.316981449747,-3243.940122069232,-1773.0753643172793,352.2269498789299,-9.91873761770217,-0.17008139630262648,-0.011211211066030114
50,2023,10,5,7:56:00 PM,19,56,0,38.72729289397698,255.95139066136795,7724.013617639065,6749115.0,1584865.0,-1278101.9112586167,-5107722.298511456,4222343.153860298,6908.7980961298335,-3034.269455413055,-1649.880027254671,352.8890734444493,-9.42019676941283,-0.16153126187711017,-0.010647614083813234
51,2023,10,5,7:56:10 PM,19,56,10,38.547978203470834,256.75887293521123,7756.106904321354,6749115.0,1654052.0,-1209013.9302973184,-5138064.993065586,4205844.353587751,6936.38977674176,-3000.711324199103,-1743.3940246533602,353.54472262045977,-8.946412690737699,-0.15340591634131684,-0.01011201780011317
52,2023,10,5,7:56:20 PM,19,56,20,38.358984670628296,257.56430607375,7788.868077419319,6749115.0,1723239.0,-1139650.0325299008,-5168072.106307577,4188410.4133412177,6963.605151077662,-2966.142878787033,-1837.5705836640204,354.2031309022732,-8.493893644394785,-0.14564543876974162,-0.009600472422902628
53,2023,10,5,7:56:30 PM,19,56,30,38.1603144555998,258.36750418141366,7720.842029784329,6749115.0,1792426.0,-1070013.9810191242,-5197733.535095448,4170034.7075045775,6897.139148150129,-2896.052861182857,-1911.478758755559,354.8643458194895,-8.066852028300723,-0.1383220354560064,-0.009117737555616725
54,2023,10,5,7:56:40 PM,19,56,40,37.954226373409654,259.15772476481965,7748.769768053615,6749115.0,1861613.0,-1001042.5895376229,-5226694.063707276,4150919.919917022,6917.768606817478,-2858.823431937862,-2003.7562241538428,355.51980030581797,-7.6751455940573665,-0.1316047215692616,-0.008674954127104218
55,2023,10,5,7:56:50 PM,19,56,50,37.7388081822415,259.94484772631546,7668.866301860325,6749115.0,1930800.0,-931864.9034694481,-5255282.298026655,4130882.3576754835,6838.09297478128,-2785.363245643396,-2072.1357131893283,356.17761982693287,-7.318778686852867,-0.12549353547960929,-0.00827212466659713
